epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9202524423599243,0.20698282122612,1e-05,0.9306220412254333,0.9057043194770813,0.8509615659713745,0.3555619716644287,0.9101123809814453,0.7788462042808533
1,0.9248422384262085,0.20668479800224304,1e-05,0.9366786479949951,0.9095128178596497,0.8509615659713745,0.35034358501434326,0.9101123809814453,0.7788462042808533
2,0.9150888919830322,0.21471469104290009,1e-05,0.9272943735122681,0.8994219303131104,0.8509615659713745,0.35387635231018066,0.9147727489471436,0.7740384936332703
3,0.9282845854759216,0.19728367030620575,1e-05,0.9309941530227661,0.9234339594841003,0.853365421295166,0.3519154191017151,0.9200000166893005,0.7740384936332703
4,0.9265633821487427,0.19080252945423126,1e-05,0.9389221668243408,0.9105690717697144,0.8557692766189575,0.3502084016799927,0.9204545617103577,0.7788462042808533
5,0.9254159331321716,0.19408459961414337,1e-05,0.9497549533843994,0.8969907760620117,0.853365421295166,0.3547864854335785,0.9248554706573486,0.7692307829856873
6,0.93459552526474,0.1773761510848999,1e-05,0.9480676054954529,0.9170560240745544,0.8605769276618958,0.3531699776649475,0.9261363744735718,0.7836538553237915
7,0.9271371364593506,0.19036638736724854,1e-05,0.942307710647583,0.9084588289260864,0.8605769276618958,0.35523486137390137,0.9261363744735718,0.7836538553237915
8,0.9294320344924927,0.19434387981891632,1e-05,0.9501216411590576,0.9049825668334961,0.858173131942749,0.3559809923171997,0.9257142543792725,0.7788462042808533
9,0.9300057291984558,0.18778987228870392,1e-05,0.9407583475112915,0.9168590903282166,0.8557692766189575,0.35613852739334106,0.9252873659133911,0.7740384936332703
10,0.9386115670204163,0.17672598361968994,5e-06,0.9508393406867981,0.9231665134429932,0.8557692766189575,0.35764431953430176,0.9302325248718262,0.7692307829856873
11,0.9363166689872742,0.17232826352119446,5e-06,0.9504830837249756,0.9183197021484375,0.858173131942749,0.3579603433609009,0.9306358098983765,0.7740384936332703
12,0.9403327703475952,0.17141857743263245,5e-06,0.9566787481307983,0.9212051033973694,0.8605769276618958,0.35638856887817383,0.931034505367279,0.7788462042808533
