epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9248422384262085,0.19112636148929596,1e-05,0.9610062837600708,0.8842592835426331,0.790865421295166,0.5014074444770813,0.8666667342185974,0.6875
1,0.9638553857803345,0.10716383904218674,1e-05,0.9749403595924377,0.9511059522628784,0.7980769276618958,0.49363744258880615,0.8690476417541504,0.701923131942749
2,0.9787722229957581,0.076585553586483,1e-05,0.9847418069839478,0.9721900224685669,0.7836538553237915,0.5644152760505676,0.8470588326454163,0.692307710647583
3,0.9833620190620422,0.06335007399320602,1e-05,0.988235354423523,0.9778812527656555,0.7980769276618958,0.5477933287620544,0.8444444537162781,0.7307692766189575
4,0.9931153059005737,0.042061448097229004,1e-05,0.9953325390815735,0.9907084703445435,0.8149038553237915,0.5361752510070801,0.8875739574432373,0.7211538553237915
5,0.9913941621780396,0.040279850363731384,1e-05,0.9907514452934265,0.9918981790542603,0.8028846383094788,0.5807081460952759,0.9038461446762085,0.6778846383094788
6,0.9960227012634277,0.030693400651216507,1e-05,0.9988452792167664,0.9931113719940186,0.8028846383094788,0.5697649121284485,0.8579545617103577,0.7259615659713745
7,0.9965576529502869,0.02387324720621109,5e-06,0.9965198040008545,0.9965198040008545,0.790865421295166,0.6084723472595215,0.845714271068573,0.7115384936332703
8,0.995983898639679,0.025934753939509392,5e-06,0.9965116381645203,0.9953542351722717,0.8052884936332703,0.6116146445274353,0.871345043182373,0.7163462042808533
9,0.9977051019668579,0.02026839181780815,5e-06,0.9988399744033813,0.9965277910232544,0.7980769276618958,0.6253876090049744,0.848314642906189,0.7259615659713745
