epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8716499209403992,0.2855532765388489,1e-05,0.9076496958732605,0.8244571685791016,0.8645833730697632,0.2989251911640167,0.9140461087226868,0.8007346391677856
1,0.8806966543197632,0.2757016718387604,1e-05,0.9150162935256958,0.8360055088996887,0.8623188734054565,0.30088263750076294,0.9188900589942932,0.7906336188316345
2,0.8797919750213623,0.2719475030899048,1e-05,0.9125874042510986,0.8367300033569336,0.8645833730697632,0.29939034581184387,0.9193206429481506,0.7952249646186829
3,0.880131185054779,0.2703304886817932,1e-05,0.9159959554672241,0.833791196346283,0.8673007488250732,0.2954821288585663,0.9171907305717468,0.8034894466400146
4,0.8800181150436401,0.2670527696609497,1e-05,0.9146587252616882,0.8348224759101868,0.8650362491607666,0.2953854501247406,0.9124087691307068,0.8034894466400146
5,0.8826190233230591,0.2696247696876526,1e-05,0.9109740853309631,0.8451155424118042,0.86548912525177,0.29807791113853455,0.9125000238418579,0.8044077157974243
6,0.8805835247039795,0.26338493824005127,1e-05,0.9106215238571167,0.8410702347755432,0.8709239363670349,0.29119688272476196,0.9152892231941223,0.8135904669761658
7,0.8863508105278015,0.258258581161499,1e-05,0.9175974130630493,0.8459954261779785,0.8713768124580383,0.29091909527778625,0.9145211577415466,0.8154270052909851
8,0.889290988445282,0.2581386864185333,1e-05,0.9170563817024231,0.8530219793319702,0.8659420609474182,0.2975771129131317,0.9240641593933105,0.7933884263038635
9,0.8854461312294006,0.26095670461654663,1e-05,0.9137080907821655,0.8482490181922913,0.8659420609474182,0.2991040349006653,0.9213602542877197,0.7961432337760925
10,0.8852199912071228,0.2561347484588623,1e-05,0.9182248711585999,0.8427917957305908,0.8691123127937317,0.28856930136680603,0.9081632494926453,0.8172635436058044
11,0.8855592012405396,0.2570279538631439,1e-05,0.916522204875946,0.845714271068573,0.8700181245803833,0.2917819917201996,0.9125515222549438,0.8145087361335754
12,0.8880470991134644,0.25111123919487,1e-05,0.9201691150665283,0.8468757271766663,0.8691123127937317,0.29554516077041626,0.9184100031852722,0.8062442541122437
13,0.8909872770309448,0.2478773146867752,1e-05,0.9177712202072144,0.855998158454895,0.8695652484893799,0.29206404089927673,0.9116135835647583,0.8145087361335754
14,0.8947190046310425,0.24421757459640503,1e-05,0.91847163438797,0.8636155724525452,0.8677536249160767,0.29629430174827576,0.9146722555160522,0.8071625232696533
15,0.8947190046310425,0.23942068219184875,1e-05,0.9253214001655579,0.8560969829559326,0.8682065606117249,0.297384649515152,0.9191176891326904,0.8034894466400146
16,0.8929097056388855,0.23866382241249084,5e-06,0.9212598204612732,0.8565545678138733,0.8691123127937317,0.29503870010375977,0.9175365567207336,0.8071625232696533
17,0.8937012553215027,0.24183204770088196,5e-06,0.92120760679245,0.8584172129631042,0.8740942478179932,0.29144617915153503,0.917610764503479,0.8181818127632141
18,0.8940405249595642,0.23749521374702454,5e-06,0.9205881953239441,0.8596932888031006,0.8740942478179932,0.28972819447517395,0.9125127196311951,0.8236914277076721
