epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7802639007568359,0.5410929918289185,0.001,0.7883211374282837,0.7561260461807251,0.817307710647583,0.4644400477409363,0.8473684787750244,0.7740384936332703
1,0.8508318662643433,0.36480626463890076,0.001,0.8636912107467651,0.8296639323234558,0.8389423489570618,0.41536498069763184,0.9122806787490845,0.75
2,0.8651749491691589,0.3171827793121338,0.001,0.8979849219322205,0.8223759531974792,0.8100962042808533,0.4031344950199127,0.8177340030670166,0.7980769276618958
3,0.889845073223114,0.27457597851753235,0.001,0.8944900035858154,0.8820809125900269,0.826923131942749,0.37546882033348083,0.8505154848098755,0.7932692766189575
4,0.9018932580947876,0.24622835218906403,0.001,0.9195122122764587,0.877764880657196,0.826923131942749,0.37064552307128906,0.8541666865348816,0.7884615659713745
5,0.9007458090782166,0.2388952225446701,0.001,0.9072532653808594,0.8892773985862732,0.8245192766189575,0.39191561937332153,0.8534031510353088,0.7836538553237915
6,0.9259896874427795,0.18100018799304962,0.001,0.9367542266845703,0.9117305278778076,0.817307710647583,0.41757291555404663,0.7946428656578064,0.8557692766189575
7,0.93172687292099,0.16512788832187653,0.001,0.9363207817077637,0.9243306517601013,0.822115421295166,0.4365181028842926,0.8681318759918213,0.759615421295166
8,0.9518072009086609,0.12696115672588348,0.0005,0.9586776494979858,0.9430894255638123,0.8341346383094788,0.45883509516716003,0.8638743758201599,0.7932692766189575
9,0.956970751285553,0.10926835238933563,0.0005,0.9613582491874695,0.9513325095176697,0.826923131942749,0.45059216022491455,0.857894778251648,0.7836538553237915
