epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8665460348129272,9.999999747378752e-06,0.3008144199848175,0.9050761461257935,0.8156450390815735,0.85326087474823,0.3224051594734192,0.9443800449371338,0.7470210790634155
1,0.8125,9.999999747378752e-06,0.4002193212509155,0.7333333492279053,0.8461538553237915,0.8528079986572266,0.32232874631881714,0.9432870149612427,0.7470210790634155
2,0.8698258399963379,9.999999747378752e-06,0.2935492992401123,0.9117872714996338,0.8156450390815735,0.85326087474823,0.3289763629436493,0.9443800449371338,0.7470210790634155
3,0.875,9.999999747378752e-06,0.18446551263332367,0.800000011920929,0.9230769276618958,0.85326087474823,0.32929161190986633,0.9443800449371338,0.7470210790634155
4,0.8702782392501831,9.999999747378752e-06,0.29319751262664795,0.9090909361839294,0.8194094896316528,0.8555253744125366,0.3271809220314026,0.9406392574310303,0.7552704215049744
5,0.84375,9.999999747378752e-06,0.392330139875412,1.0,0.6875,0.85597825050354,0.3273136019706726,0.9417142868041992,0.7552704215049744
6,0.8742365837097168,4.999999873689376e-06,0.28932562470436096,0.9121963381767273,0.8249427676200867,0.8555253744125366,0.3235357105731964,0.9416475892066956,0.7543538212776184
7,0.78125,4.999999873689376e-06,0.49552619457244873,0.7857142686843872,0.7333333492279053,0.85597825050354,0.3233221173286438,0.9417142868041992,0.7552704215049744
8,0.8653019666671753,4.999999873689376e-06,0.29323065280914307,0.9049923419952393,0.812857449054718,0.854619562625885,0.32524359226226807,0.9435483813285828,0.7506874203681946
9,1.0,4.999999873689376e-06,0.11888206005096436,1.0,1.0,0.8555253744125366,0.32509714365005493,0.9436781406402588,0.7525206208229065
