epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.855575680732727,9.999999747378752e-06,0.3336770236492157,0.8886095285415649,0.8090659379959106,0.8609601259231567,0.3084096908569336,0.9134107828140259,0.7935779690742493
1,0.90625,9.999999747378752e-06,0.290073037147522,0.9375,0.8823529481887817,0.8609601259231567,0.30847102403640747,0.9134107828140259,0.7935779690742493
2,0.853766143321991,9.999999747378752e-06,0.3227226436138153,0.8934049010276794,0.7995882034301758,0.8632246255874634,0.306071400642395,0.9191489219665527,0.7926605343818665
3,0.78125,9.999999747378752e-06,0.32403403520584106,0.7333333492279053,0.7857142686843872,0.86277174949646,0.30602219700813293,0.9190628528594971,0.7917430996894836
4,0.8552363514900208,9.999999747378752e-06,0.3210032880306244,0.8916518688201904,0.8046714067459106,0.86277174949646,0.30277425050735474,0.9129065871238708,0.7981651425361633
5,0.75,9.999999747378752e-06,0.549326479434967,0.8571428656578064,0.6666666865348816,0.8623188138008118,0.3027347922325134,0.9128151535987854,0.7972477078437805
6,0.857498288154602,9.999999747378752e-06,0.3196007311344147,0.8993322849273682,0.8013730049133301,0.8650362491607666,0.30032604932785034,0.9082474112510681,0.8082568645477295
7,0.84375,9.999999747378752e-06,0.33096566796302795,0.8571428656578064,0.800000011920929,0.8645833134651184,0.300335556268692,0.9073120355606079,0.8082568645477295
8,0.859873354434967,9.999999747378752e-06,0.3126080334186554,0.9026525616645813,0.802794337272644,0.8704710006713867,0.29639551043510437,0.9135802388191223,0.8146789073944092
9,0.96875,9.999999747378752e-06,0.11452771723270416,1.0,0.9473684430122375,0.8700181245803833,0.29639095067977905,0.9134912490844727,0.8137614727020264
10,0.8651888966560364,9.999999747378752e-06,0.30775517225265503,0.9060265421867371,0.8115279078483582,0.8636775612831116,0.29915425181388855,0.9292709231376648,0.7834862470626831
11,0.875,9.999999747378752e-06,0.2933970093727112,0.8461538553237915,0.8461538553237915,0.8645833134651184,0.29898160696029663,0.929424524307251,0.7853211164474487
12,0.8622483611106873,9.999999747378752e-06,0.30663153529167175,0.9005848169326782,0.8107118606567383,0.8682065010070801,0.29423078894615173,0.9165797829627991,0.8064219951629639
13,0.8125,9.999999747378752e-06,0.36946985125541687,0.8571428656578064,0.75,0.8682065010070801,0.29428496956825256,0.9165797829627991,0.8064219951629639
14,0.8658674359321594,9.999999747378752e-06,0.30202025175094604,0.9036266803741455,0.8155184388160706,0.8586956262588501,0.30117619037628174,0.9293597936630249,0.7724770903587341
15,0.9375,9.999999747378752e-06,0.20980413258075714,1.0,0.875,0.8586956262588501,0.3011813461780548,0.9293597936630249,0.7724770903587341
16,0.8667722344398499,9.999999747378752e-06,0.2994639277458191,0.9068639874458313,0.8138310313224792,0.8677536249160767,0.29399991035461426,0.9208860993385315,0.8009174466133118
17,0.90625,9.999999747378752e-06,0.26648542284965515,1.0,0.8333333134651184,0.8677536249160767,0.2938960790634155,0.9208860993385315,0.8009174466133118
18,0.8682425022125244,9.999999747378752e-06,0.2999991774559021,0.9120370149612427,0.8116273880004883,0.86548912525177,0.2957535684108734,0.9240641593933105,0.7926605343818665
19,0.84375,9.999999747378752e-06,0.2836153209209442,1.0,0.6875,0.86548912525177,0.2956349849700928,0.9240641593933105,0.7926605343818665
