epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8018772006034851,0.0010000000474974513,0.44031229615211487,0.8190893530845642,0.7692659497261047,0.8351449370384216,0.38281333446502686,0.8938244581222534,0.7561869621276855
1,0.90625,0.0010000000474974513,0.38708314299583435,0.9166666865348816,0.8461538553237915,0.8365036249160767,0.38188037276268005,0.894168496131897,0.7589367628097534
2,0.8339930176734924,0.0010000000474974513,0.3674064874649048,0.8649396300315857,0.7869565486907959,0.8491848111152649,0.3506917357444763,0.8759920597076416,0.8093492388725281
3,0.875,0.0010000000474974513,0.24131721258163452,0.9285714030265808,0.8125,0.8496376872062683,0.3501071333885193,0.8738916516304016,0.8130155801773071
4,0.844396710395813,0.0010000000474974513,0.34560099244117737,0.8748435378074646,0.7995882034301758,0.8505434989929199,0.3362559974193573,0.9204419851303101,0.7635197043418884
5,0.875,0.0010000000474974513,0.2885351777076721,0.8666666746139526,0.8666666746139526,0.8478260636329651,0.3370755910873413,0.9162072539329529,0.7616865038871765
6,0.8505032062530518,0.0010000000474974513,0.3375644385814667,0.8857938647270203,0.800640881061554,0.8383151888847351,0.359394907951355,0.8887711763381958,0.7690192461013794
7,0.90625,0.0010000000474974513,0.2961398661136627,0.9375,0.8823529481887817,0.8405796885490417,0.3567368686199188,0.8877229690551758,0.7754353880882263
8,0.8592106699943542,0.0005000000237487257,0.32159170508384705,0.8918715715408325,0.8136873245239258,0.851902186870575,0.32587432861328125,0.9282511472702026,0.7589367628097534
9,0.84375,0.0005000000237487257,0.41463398933410645,0.9285714030265808,0.7647058963775635,0.8523550629615784,0.3257913589477539,0.9292929172515869,0.7589367628097534
