epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7710843086242676,0.5174574255943298,0.001,0.7781732082366943,0.7557603716850281,0.8437500596046448,0.3608187437057495,0.9440994262695312,0.7307692766189575
1,0.8594377636909485,0.342072993516922,0.001,0.8774510025978088,0.8315911293029785,0.853365421295166,0.3333137631416321,0.910614550113678,0.7836538553237915
2,0.8766494393348694,0.2875840365886688,0.001,0.886904776096344,0.8612716794013977,0.8557692766189575,0.3260933458805084,0.9111111164093018,0.7884615659713745
3,0.8932874202728271,0.2442685067653656,0.001,0.8938156366348267,0.8896631598472595,0.8725962042808533,0.3089178502559662,0.9329609274864197,0.8028846383094788
4,0.9196786880493164,0.1910027265548706,0.001,0.9267139434814453,0.9095128178596497,0.8629807829856873,0.3064351975917816,0.8871794939041138,0.8317307829856873
5,0.9477911591529846,0.13993817567825317,0.001,0.9550827145576477,0.938443660736084,0.8629807829856873,0.3237127363681793,0.8911917805671692,0.826923131942749
6,0.9512335062026978,0.12178335338830948,0.001,0.9502314925193787,0.9513325095176697,0.8701923489570618,0.35393673181533813,0.8969072699546814,0.8365384936332703
7,0.9604130983352661,0.10069925338029861,0.001,0.9703791737556458,0.9490150213241577,0.8437500596046448,0.4236438274383545,0.8068669438362122,0.9038462042808533
8,0.9781985282897949,0.06367476284503937,0.0005,0.9790697693824768,0.9767982363700867,0.879807710647583,0.4082026779651642,0.9030612111091614,0.8509615659713745
9,0.9827882647514343,0.05215388536453247,0.0005,0.985981285572052,0.9791184067726135,0.8629807829856873,0.4404113292694092,0.871921181678772,0.8509615659713745
