epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7756741046905518,0.48006707429885864,0.001,0.7860636115074158,0.7485448122024536,0.8149038553237915,0.4275754988193512,0.9281045794487,0.6826923489570618
1,0.8571428656578064,0.32540979981422424,0.001,0.8707729578018188,0.8354576826095581,0.8389423489570618,0.38515806198120117,0.8439024686813354,0.8317307829856873
2,0.8777968883514404,0.28921452164649963,0.001,0.8914355039596558,0.8573086261749268,0.8293269276618958,0.38141781091690063,0.8071749210357666,0.8653846383094788
3,0.8909925222396851,0.24390193819999695,0.001,0.9092010259628296,0.8672055602073669,0.8245192766189575,0.3691434860229492,0.8260869383811951,0.822115421295166
4,0.9173837900161743,0.2070329785346985,0.001,0.9261904954910278,0.9046511650085449,0.8437500596046448,0.3562600612640381,0.8864865303039551,0.7884615659713745
5,0.9397590160369873,0.1656356006860733,0.001,0.9568345546722412,0.9204151630401611,0.8197115659713745,0.3809371888637543,0.8181818723678589,0.822115421295166
6,0.9432013630867004,0.16090434789657593,0.001,0.9493522047996521,0.9350348711013794,0.8293269276618958,0.4200644791126251,0.8914285898208618,0.75
7,0.9460700154304504,0.13848333060741425,0.001,0.9505300521850586,0.9394645094871521,0.8365384936332703,0.45153480768203735,0.8888888955116272,0.7692307829856873
8,0.9627079963684082,0.09962845593690872,0.0005,0.9715976119041443,0.9524362683296204,0.826923131942749,0.5005670785903931,0.8736264109611511,0.764423131942749
9,0.9644291400909424,0.09397004544734955,0.0005,0.9671746492385864,0.9604191184043884,0.8365384936332703,0.5069193243980408,0.884615421295166,0.7740384936332703
