epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9196786880493164,0.19897188246250153,1e-05,0.9360675811767578,0.8991888761520386,0.8125000596046448,0.3805541694164276,0.8217821717262268,0.7980769276618958
1,0.9225473403930664,0.20099961757659912,1e-05,0.9469790458679199,0.8930232524871826,0.8197115659713745,0.3798997402191162,0.8375634551048279,0.7932692766189575
2,0.912220299243927,0.2061997801065445,1e-05,0.9250302314758301,0.8936915397644043,0.822115421295166,0.38063138723373413,0.8383838534355164,0.7980769276618958
3,0.9127940535545349,0.19477176666259766,1e-05,0.9288299083709717,0.8922363519668579,0.8245192766189575,0.3822157382965088,0.8426395654678345,0.7980769276618958
4,0.9213998913764954,0.19297318160533905,1e-05,0.9361445903778076,0.9024389982223511,0.8245192766189575,0.3825676739215851,0.8426395654678345,0.7980769276618958
5,0.9179575443267822,0.19193202257156372,1e-05,0.9358354210853577,0.8957126140594482,0.8341346383094788,0.38192906975746155,0.8564102649688721,0.8028846383094788
6,0.9282845854759216,0.18379560112953186,1e-05,0.9510403871536255,0.9013921618461609,0.826923131942749,0.3821636140346527,0.8434343338012695,0.8028846383094788
7,0.9282845854759216,0.17637062072753906,5e-06,0.9490291476249695,0.9040462374687195,0.8317307829856873,0.38405320048332214,0.8520408272743225,0.8028846383094788
8,0.9294320344924927,0.18376654386520386,5e-06,0.94525545835495,0.9087719321250916,0.8293269276618958,0.385084867477417,0.8477157354354858,0.8028846383094788
9,0.9179575443267822,0.18841895461082458,5e-06,0.9326923489570618,0.8991888761520386,0.8293269276618958,0.3856904208660126,0.8512820601463318,0.7980769276618958
