epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8758199214935303,9.999999747378752e-06,0.2844434678554535,0.9140902161598206,0.8261566758155823,0.8582427501678467,0.30996647477149963,0.9293597936630249,0.7717690467834473
1,0.84375,9.999999747378752e-06,0.21554042398929596,0.9375,0.7894737124443054,0.8582427501678467,0.3101547062397003,0.9293597936630249,0.7717690467834473
2,0.8776295185089111,9.999999747378752e-06,0.27799537777900696,0.9159067869186401,0.8282180428504944,0.8596014380455017,0.31556954979896545,0.9286498427391052,0.7754353880882263
3,0.90625,9.999999747378752e-06,0.2710511088371277,1.0,0.8421052694320679,0.8591485619544983,0.31569236516952515,0.9295154213905334,0.7736021876335144
4,0.8788735866546631,9.999999747378752e-06,0.2784355878829956,0.9126189351081848,0.8346691131591797,0.8614130616188049,0.3111918866634369,0.9327453374862671,0.7754353880882263
5,0.875,9.999999747378752e-06,0.27987074851989746,0.8500000238418579,0.9444444179534912,0.8614130616188049,0.31113216280937195,0.9327453374862671,0.7754353880882263
6,0.8824926614761353,4.999999873689376e-06,0.2739690840244293,0.9161452054977417,0.83868008852005,0.8650362491607666,0.3085850477218628,0.9333333373069763,0.7827681303024292
7,0.78125,4.999999873689376e-06,0.44048818945884705,0.9375,0.7142857313156128,0.864130437374115,0.30894333124160767,0.9331873059272766,0.7809349298477173
8,0.8780818581581116,4.999999873689376e-06,0.2757701575756073,0.9129453301429749,0.8327231407165527,0.8600543737411499,0.3145294487476349,0.9325221180915833,0.7726855874061584
9,0.96875,4.999999873689376e-06,0.17396655678749084,1.0,0.9333333373069763,0.8600543737411499,0.31434133648872375,0.9325221180915833,0.7726855874061584
10,0.8769509196281433,4.999999873689376e-06,0.27454328536987305,0.9093632698059082,0.8339821100234985,0.8623188138008118,0.31226786971092224,0.9309967160224915,0.7791017293930054
11,0.9375,4.999999873689376e-06,0.21923339366912842,1.0,0.8888888955116272,0.8618659377098083,0.31227681040763855,0.9299781322479248,0.7791017293930054
12,0.8801175951957703,2.499999936844688e-06,0.2698831856250763,0.909970223903656,0.8403573036193848,0.8609601259231567,0.31234124302864075,0.9288840293884277,0.7781851291656494
13,0.96875,2.499999936844688e-06,0.22344277799129486,1.0,0.9473684430122375,0.8609601259231567,0.312152624130249,0.9288840293884277,0.7781851291656494
14,0.8837367296218872,2.499999936844688e-06,0.2704657316207886,0.9187766313552856,0.8388647437095642,0.8618659377098083,0.31453415751457214,0.9328193664550781,0.7763519883155823
