epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8594368696212769,9.999999747378752e-06,0.316633015871048,0.8870168328285217,0.8197847604751587,0.8605072498321533,0.3002455234527588,0.9167556166648865,0.7887970805168152
1,0.75,9.999999747378752e-06,0.4353904724121094,0.8235294222831726,0.7368420958518982,0.8609601259231567,0.3001960217952728,0.916844367980957,0.7897153496742249
2,0.8567228317260742,9.999999747378752e-06,0.3143269419670105,0.8888888955116272,0.8118857145309448,0.8623188138008118,0.29844871163368225,0.9153439402580261,0.7943066954612732
3,0.8125,9.999999747378752e-06,0.2986453175544739,0.7272727489471436,0.7272727489471436,0.8618659377098083,0.29832756519317627,0.9143763184547424,0.7943066954612732
4,0.8618115782737732,9.999999747378752e-06,0.30842718482017517,0.8893007040023804,0.8230047821998596,0.8586956262588501,0.3011338710784912,0.914621114730835,0.7869605422019958
5,0.875,9.999999747378752e-06,0.1983356475830078,0.800000011920929,0.9230769276618958,0.8591485619544983,0.301100492477417,0.914712131023407,0.7878788113594055
6,0.8612461686134338,9.999999747378752e-06,0.3079390823841095,0.8911260366439819,0.81961590051651,0.8618659377098083,0.299487829208374,0.9233261346817017,0.7851239442825317
7,0.75,9.999999747378752e-06,0.39885076880455017,0.6666666865348816,0.6666666865348816,0.8605072498321533,0.29923832416534424,0.9203444719314575,0.7851239442825317
8,0.8631685972213745,9.999999747378752e-06,0.30205675959587097,0.8979591727256775,0.8157473206520081,0.8591485619544983,0.30271562933921814,0.917382001876831,0.7851239442825317
9,0.9375,4.999999873689376e-06,0.12004809081554413,0.9411764740943909,0.9411764740943909,0.8591485619544983,0.30279427766799927,0.9182795882225037,0.7842056751251221
10,0.8674657940864563,4.999999873689376e-06,0.29959943890571594,0.8956887722015381,0.8279889822006226,0.8618659377098083,0.2991313934326172,0.9170212745666504,0.7915518879890442
11,0.84375,4.999999873689376e-06,0.2622377276420593,1.0,0.75,0.8618659377098083,0.2993762493133545,0.9170212745666504,0.7915518879890442
