epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8211942911148071,0.0010000000474974513,0.39591988921165466,0.8429203629493713,0.7844886779785156,0.8500905632972717,0.3355441689491272,0.9397450685501099,0.7440366744995117
1,0.84375,0.0010000000474974513,0.27402544021606445,0.8461538553237915,0.7857142686843872,0.8523550629615784,0.3340008854866028,0.9431554675102234,0.7458715438842773
2,0.8548970818519592,0.0010000000474974513,0.3239240348339081,0.8865798711776733,0.8101121187210083,0.8609601259231567,0.30012762546539307,0.9345172047615051,0.7724770903587341
3,0.84375,0.0010000000474974513,0.4464055299758911,0.800000011920929,0.8571428656578064,0.8618659377098083,0.29994189739227295,0.9356271028518677,0.7733945250511169
4,0.8651888966560364,0.0010000000474974513,0.29532942175865173,0.8984198570251465,0.8198672533035278,0.873641312122345,0.2919166684150696,0.9158974289894104,0.8192660808563232
5,0.90625,0.0010000000474974513,0.3291182219982147,1.0,0.8125,0.875,0.29122599959373474,0.9187242984771729,0.8192660808563232
6,0.8727663159370422,0.0010000000474974513,0.28793975710868835,0.9028088450431824,0.8318827152252197,0.8682065010070801,0.29212453961372375,0.9122806787490845,0.8110091686248779
7,0.8125,0.0010000000474974513,0.32937943935394287,1.0,0.6842105388641357,0.8686594367027283,0.2928004562854767,0.9081632494926453,0.8165137767791748
8,0.8803437948226929,0.0010000000474974513,0.2654644250869751,0.9117793440818787,0.8392040133476257,0.8691123127937317,0.29831498861312866,0.9405940771102905,0.7844036817550659
9,0.9375,0.0005000000237487257,0.26830199360847473,1.0,0.8461538553237915,0.8695651888847351,0.29790595173835754,0.9406593441963196,0.7853211164474487
