epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8033472895622253,0.0010000000474974513,0.43784016370773315,0.8172172904014587,0.7755149006843567,0.8650362491607666,0.3304855525493622,0.903160035610199,0.8135904669761658
1,0.84375,0.0010000000474974513,0.347644180059433,0.9230769276618958,0.75,0.8650362491607666,0.3310494124889374,0.9007092118263245,0.8163452744483948
2,0.8509555459022522,0.0010000000474974513,0.3359244763851166,0.8758314847946167,0.8136873245239258,0.8591485619544983,0.3193337619304657,0.8776699304580688,0.8301193714141846
3,0.8125,0.0010000000474974513,0.2989780008792877,0.8666666746139526,0.7647058963775635,0.8614130616188049,0.3198517858982086,0.8819512128829956,0.8301193714141846
4,0.8659957051277161,0.0010000000474974513,0.2980723977088928,0.8900048732757568,0.8315404057502747,0.8605072498321533,0.31314268708229065,0.9363128542900085,0.7695133090019226
5,0.78125,0.0010000000474974513,0.5420472025871277,0.9166666865348816,0.6470588445663452,0.8614130616188049,0.31220555305480957,0.9374301433563232,0.7704315781593323
6,0.8774171471595764,0.0010000000474974513,0.27495160698890686,0.8978703022003174,0.8485819101333618,0.8482789993286133,0.3230046033859253,0.8490740656852722,0.842056930065155
7,0.90625,0.0010000000474974513,0.20672696828842163,0.8666666746139526,0.9285714030265808,0.8478260636329651,0.32337552309036255,0.8470045924186707,0.8438934683799744
8,0.8894040584564209,0.0010000000474974513,0.253349244594574,0.9056965112686157,0.8663003444671631,0.8541666865348816,0.31858715415000916,0.9024134278297424,0.7897153496742249
9,0.96875,0.0005000000237487257,0.15317872166633606,1.0,0.9444444179534912,0.8537137508392334,0.31875237822532654,0.8989583253860474,0.7924701571464539
