epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8015379309654236,0.0010000000474974513,0.4382101893424988,0.8124402165412903,0.7776505351066589,0.8401268124580383,0.3551385998725891,0.8231173157691956,0.8615948557853699
1,0.75,0.0010000000474974513,0.41726118326187134,0.8235294222831726,0.7368420958518982,0.845108687877655,0.34933769702911377,0.8401453495025635,0.8478460311889648
2,0.8528779745101929,0.0010000000474974513,0.3348759114742279,0.8795449137687683,0.813730001449585,0.8550724387168884,0.32929956912994385,0.879802942276001,0.8185151219367981
3,0.78125,0.0010000000474974513,0.35793232917785645,0.7647058963775635,0.8125,0.854619562625885,0.3303777277469635,0.8781925439834595,0.819431722164154
4,0.8664480447769165,0.0010000000474974513,0.29918935894966125,0.8928043246269226,0.8292515277862549,0.8528079986572266,0.3236733376979828,0.8973029255867004,0.7928506135940552
5,0.8125,0.0010000000474974513,0.35883384943008423,0.8666666746139526,0.7647058963775635,0.85326087474823,0.32381701469421387,0.8990634679794312,0.7919340133666992
6,0.8857853412628174,0.0010000000474974513,0.2682908773422241,0.9102439284324646,0.8532236218452454,0.8577898740768433,0.32918453216552734,0.8873379826545715,0.815765380859375
7,0.875,0.0010000000474974513,0.2592688202857971,0.75,1.0,0.8586956262588501,0.3293763995170593,0.8860257863998413,0.819431722164154
8,0.9029741287231445,0.0005000000237487257,0.22762832045555115,0.9239681363105774,0.8757721185684204,0.85597825050354,0.33236193656921387,0.9005181193351746,0.7965169548988342
9,0.9375,0.0005000000237487257,0.1647939831018448,0.9333333373069763,0.9333333373069763,0.8577898740768433,0.33249008655548096,0.9025906920433044,0.7983501553535461
