epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7956344485282898,0.0010000000474974513,0.46101945638656616,0.8131707310676575,0.7620571255683899,0.8496376872062683,0.34996989369392395,0.9259259104728699,0.7561869621276855
1,0.96875,0.0010000000474974513,0.19563472270965576,0.9166666865348816,1.0,0.8487318754196167,0.3486223816871643,0.9276835918426514,0.7525206208229065
2,0.8282063007354736,0.0010000000474974513,0.3747616410255432,0.8615267276763916,0.7773455381393433,0.8591485619544983,0.3261382579803467,0.8735632300376892,0.835930347442627
3,0.875,0.0010000000474974513,0.30661851167678833,0.875,0.875,0.8582427501678467,0.32537928223609924,0.8726053833961487,0.835013747215271
4,0.8463017344474792,0.0010000000474974513,0.34848248958587646,0.8807779550552368,0.7972108125686646,0.86277174949646,0.3086674213409424,0.9020408391952515,0.810265839099884
5,0.875,0.0010000000474974513,0.30894359946250916,0.8333333134651184,0.8333333134651184,0.86548912525177,0.3055712878704071,0.9126819372177124,0.8047662973403931
6,0.8526351451873779,0.0010000000474974513,0.33155357837677,0.8912432789802551,0.7992216348648071,0.8645833134651184,0.29149213433265686,0.9008097052574158,0.815765380859375
7,0.84375,0.0010000000474974513,0.25077253580093384,0.8823529481887817,0.8333333134651184,0.8645833134651184,0.29127565026283264,0.9016227126121521,0.814848780632019
8,0.857498288154602,0.0010000000474974513,0.319403737783432,0.8944430351257324,0.806820809841156,0.8722826242446899,0.2992371916770935,0.902487576007843,0.8313474059104919
9,0.90625,0.0010000000474974513,0.25267940759658813,0.8888888955116272,0.9411764740943909,0.8713768124580383,0.29850250482559204,0.9047141671180725,0.8267644643783569
